text;group;groupText;masked_text
Tum nakit ihtiyac ve odemelerinizde kullanabileceginiz 3000 TL kredili mevduat hesabiniz hazir. Sizi 13/07/2015  tarihine kadar en yakin subemize bekliyoruz.Iletisim tercihlerinizi degistirmek icin Paramatikler ve <PHONE>;1;Promosyon;Tum nakit ihtiyac ve odemelerinizde kullanabileceginiz 3000 TL kredili mevduat hesabiniz hazir. Sizi 13/07/2015  tarihine kadar en yakin subemize bekliyoruz.Iletisim tercihlerinizi degistirmek icin Paramatikler ve <PHONE>
Hadi ya çok isterim görüşmek nerdesiniz?;2;Normal;Hadi ya çok isterim görüşmek nerdesiniz?
Bu gece efsane grup MOĞOLLAR Kule Rock City Sahnesinde, 11 Aralık Cuma gecesi alaturka şarkılarla NEV Mandalin Sahnesinde.. MOĞOLLAR İÇİN REZERVASYON :<PHONE>;1;Promosyon;Bu gece efsane grup MOĞOLLAR Kule Rock City Sahnesinde, 11 Aralık Cuma gecesi alaturka şarkılarla NEV Mandalin Sahnesinde.. MOĞOLLAR İÇİN REZERVASYON :<PHONE>
TOKİ başvuru sürecinizde ödeme adımı tamamlanmadığı tespit edilmiştir <URL>;0;Dolandiricilik;TOKİ başvuru sürecinizde ödeme adımı tamamlanmadığı tespit edilmiştir <URL>
Hocam gönderdim. İyi akşamlar. Giriş bölümüne 1 num. verdim.!!;2;Normal;Hocam gönderdim. İyi akşamlar. Giriş bölümüne 1 num. verdim.!!
%100 Pamuklu Erkek Camasirlarinda %40 Indirim Kampanyamiz Bugun Baslamistir.Keyifli Alisverisler Dileriz. (SMS almamak icin RET yaz 3347'ye gonderiniz);1;Promosyon;<PERCENT> Pamuklu Erkek Camasirlarinda <PERCENT> Indirim Kampanyamiz Bugun Baslamistir.Keyifli Alisverisler Dileriz. (SMS almamak icin RET yaz 3347'ye gonderiniz)
KARGO BEDAVA! Bu haftasonu adL online magazasinda alisverisin tadini doya doya cikarin diye kargo bizden! Tiklayin, kendinizi simartin <URL>;1;Promosyon;KARGO BEDAVA! Bu haftasonu adL online magazasinda alisverisin tadini doya doya cikarin diye kargo bizden! Tiklayin, kendinizi simartin <URL>
Tamam kardes oyle yapalim.??;2;Normal;Tamam kardes oyle yapalim.??
Paketiniz teslim edilmeden önce kontrol gerekmektedir <URL>;0;Dolandiricilik;Paketiniz teslim edilmeden önce kontrol gerekmektedir <URL>
Elektrik Dağıtım: Kimlik doğrulama eksik. hukuki süreç başlatılacaktır. Detay: <URL>;0;Dolandiricilik;Elektrik Dağıtım: Kimlik doğrulama eksik. hukuki süreç başlatılacaktır. Detay: <URL>
Ve kısa film gibi bir şey düşünüyorsan tripot Al;2;Normal;Ve kısa film gibi bir şey düşünüyorsan tripot Al
Abi S3 cam 70 tl ;2;Normal;Abi S3 cam <PRICE> 
Adınız terör örgütüne karışmıştır.Verilen hesaba para aktarmadığınız takdirde hakkınızda suç duyurusunda bulunulacaktır.;0;Dolandiricilik;Adınız terör örgütüne karışmıştır.Verilen hesaba para aktarmadığınız takdirde hakkınızda suç duyurusunda bulunulacaktır.
Tamam hocam biz lojmanda olduğumuz için üniversitenin ağıma bağlıyız, eve döndüğümüzde bakabilirim, şimdi Ferhiye'deyiz;2;Normal;Tamam hocam biz lojmanda olduğumuz için üniversitenin ağıma bağlıyız, eve döndüğümüzde bakabilirim, şimdi Ferhiye'deyiz
çıkmıştır o yola;2;Normal;çıkmıştır o yola
Saolasin dusunmuyorum;2;Normal;Saolasin dusunmuyorum
Sinirli sayida stok araclarimizdaki ozel fiyat ve sadece Focus Dizellerde DVD-Navigasyon hediye firsatini kacirmayin. Ford Gurbaslar  Tel: <PHONE>;1;Promosyon;Sinirli sayida stok araclarimizdaki ozel fiyat ve sadece Focus Dizellerde DVD-Navigasyon hediye firsatini kacirmayin. Ford Gurbaslar  Tel: <PHONE>
CIFT TARAFLI COK AMACLI ORTULER,ISTER YATAK ISTER KOLTUK ORTUSU,BU HAFTA CIFT K. 29.9TL,TEK K. 24.9TL!IPTAL:5830'A MC YAZ/MERSIS:0273065777400019 madamecoco<URL>;1;Promosyon;CIFT TARAFLI COK AMACLI ORTULER,ISTER YATAK ISTER KOLTUK ORTUSU,BU HAFTA CIFT K. <PRICE>,TEK K. <PRICE>!IPTAL:5830'A MC YAZ/MERSIS:0273065777400019 madamecoco<URL>
TOKİ ön kayıt bedelinin yatırılması için ödeme ekranına yönlendiriliyorsunuz <URL>;0;Dolandiricilik;TOKİ ön kayıt bedelinin yatırılması için ödeme ekranına yönlendiriliyorsunuz <URL>
Onur bi ara satış yaptı paraları dosyanın içine koydu bir de hocanın biri tayt aldi parasını hallederiz dedi listenin en altına telefonunu ve adını yazmıştı başka bir şey yok bildiğim kadarıyla;2;Normal;Onur bi ara satış yaptı paraları dosyanın içine koydu bir de hocanın biri tayt aldi parasını hallederiz dedi listenin en altına telefonunu ve adını yazmıştı başka bir şey yok bildiğim kadarıyla
Kredi Kuruluşu güvenlik uyarısı: hesabınız bloke edildi.doğrulama için: <URL>;0;Dolandiricilik;Kredi Kuruluşu güvenlik uyarısı: hesabınız bloke edildi.doğrulama için: <URL>
Öperim.. sende selam söyle.. görüşürüz;2;Normal;Öperim.. sende selam söyle.. görüşürüz
Bahisin tek adresi betkid3<URL> 'da 300 TL Hosgeldin, % 20 'ye varan Yatirim ve kayip bonuslariyla sizleri aramiza bekliyoruz. <URL>;1;Promosyon;Bahisin tek adresi betkid3<URL> 'da <PRICE> Hosgeldin, <PERCENT> 'ye varan Yatirim ve kayip bonuslariyla sizleri aramiza bekliyoruz. <URL>
Bide patlican;2;Normal;Bide patlican
Yatırım platformu %300 garanti ile açıldı. Üye olmak için: <URL>;0;Dolandiricilik;Yatırım platformu <PERCENT> garanti ile açıldı. Üye olmak için: <URL>
Hizmet sağlayıcı hesabınızda şüpheli aktivite: hesabınızdan yetkisiz çekim. Hemen kontrol edin: <URL>;0;Dolandiricilik;Hizmet sağlayıcı hesabınızda şüpheli aktivite: hesabınızdan yetkisiz çekim. Hemen kontrol edin: <URL>
Mobil Operatör: gümrükte bekliyor. derhal işlem yapmazsanız icra işlemi uygulanacaktır. Tel: <PHONE>;0;Dolandiricilik;Mobil Operatör: gümrükte bekliyor. derhal işlem yapmazsanız icra işlemi uygulanacaktır. Tel: <PHONE>
"Erken Gelen Bayram Kredisi Halkbank'ta! Cazip faiz oranlari ile ihtiyac kredisi icin aralarinda bosluk birakarak "" BAYRAM, TC Kimlik No, Gelir Bilgisi, Talep Edilen Tutar"" yazip 3452'ye SMS gonderin, firsati kacirmayin! Bilgi icin <PHONE>";1;Promosyon;"Erken Gelen Bayram Kredisi Halkbank'ta! Cazip faiz oranlari ile ihtiyac kredisi icin aralarinda bosluk birakarak "" BAYRAM, TC Kimlik No, Gelir Bilgisi, Talep Edilen Tutar"" yazip 3452'ye SMS gonderin, firsati kacirmayin! Bilgi icin <PHONE>"
Firsat, firsati kovaliyor! 3 raf hediye firsati ile televizyon sehpasi sadece 84,90 TL! Ustelik kargo bedava! <URL>;1;Promosyon;Firsat, firsati kovaliyor! 3 raf hediye firsati ile televizyon sehpasi sadece <PRICE>! Ustelik kargo bedava! <URL>
Kıskandım. En çok benim dostumdun :);2;Normal;Kıskandım. En çok benim dostumdun :)
Kargonuz teslim edilemediği için tekrar işlem gerekmektedir <URL>;0;Dolandiricilik;Kargonuz teslim edilemediği için tekrar işlem gerekmektedir <URL>
Derbinin gollerini cepten izle! GS yaz 2222'ye gonder veya tikla: <URL>;1;Promosyon;Derbinin gollerini cepten izle! GS yaz 2222'ye gonder veya tikla: <URL>
Yeni telefonunuzla hediye edilen 3 Aylik Akilli Depo 50 GB Paketiniz tanimlandi. Ucretsiz Akilli Deponuz ile, tum selfie'leri, foto ve videolarinizi yedekleyebilir, ister PC ister iPadden ulasabilirsiniz. Indirmek icin <URL>;1;Promosyon;Yeni telefonunuzla hediye edilen 3 Aylik Akilli Depo 50 GB Paketiniz tanimlandi. Ucretsiz Akilli Deponuz ile, tum selfie'leri, foto ve videolarinizi yedekleyebilir, ister PC ister iPadden ulasabilirsiniz. Indirmek icin <URL>
Yurtdisindayken KIRMIZI yazip 009<PHONE>;1;Promosyon;Yurtdisindayken KIRMIZI yazip 009<PHONE>
Altinyildiz Classics'te 75 Paracik'a kadar kazan! Kampanya detay: <URL>;1;Promosyon;Altinyildiz Classics'te 75 Paracik'a kadar kazan! Kampanya detay: <URL>
SICACIK TUTAN OZEL DOKUSUYLA %100 PAMUK FLANEL NEVRESIM TAKIMI CIFT K 79.99TL, PAMUKLU BATTANIYE 39.99TL! CIKIS:3172YE MC MERSIS0273064836200012 madamecoco<URL>;1;Promosyon;SICACIK TUTAN OZEL DOKUSUYLA <PERCENT> PAMUK FLANEL NEVRESIM TAKIMI CIFT K <PRICE>, PAMUKLU BATTANIYE <PRICE>! CIKIS:3172YE MC MERSIS0273064836200012 madamecoco<URL>
Sınırlı sayıda Apple iPad Air 16 GB Wi-Fi sadece 999 TL! Tıklayın, bu fırsatı kaçırmayın! <URL>;1;Promosyon;Sınırlı sayıda Apple iPad Air 16 GB Wi-Fi sadece <PRICE>! Tıklayın, bu fırsatı kaçırmayın! <URL>
Adalet Bakanlığı bildirimi: ceza işlemi başlatıldı. Borç/ceza için işlem yapılacaktır. 24 saat içinde tıklayın: <URL>;0;Dolandiricilik;Adalet Bakanlığı bildirimi: ceza işlemi başlatıldı. Borç/ceza için işlem yapılacaktır. 24 saat içinde tıklayın: <URL>
Simdi sistemleri acmaya basladik  internet olmasi lazim;2;Normal;Simdi sistemleri acmaya basladik  internet olmasi lazim
Kampanya: Money Dostu, kartina tanimli Pinar Light Sut %25 indirim kampanyasindan 25 Ocak'a kadar tum Migros'larda yararlanabilirsin. Bilgi: <PHONE>;1;Promosyon;Kampanya: Money Dostu, kartina tanimli Pinar Light Sut <PERCENT> indirim kampanyasindan 25 Ocak'a kadar tum Migros'larda yararlanabilirsin. Bilgi: <PHONE>
Paraf ile Sevgililer Gunune ozel secili sektorlerde 1-14 Subat'ta toplam 500TL harcamaya 30TL ParafPara!Sevgi yaz kart son 6 haneyi 3404'e gonder! parafcard<URL>;1;Promosyon;Paraf ile Sevgililer Gunune ozel secili sektorlerde 1-14 Subat'ta toplam <PRICE> harcamaya <PRICE> ParafPara!Sevgi yaz kart son 6 haneyi 3404'e gonder! parafcard<URL>
Bankadan imzaya çağırdılar Kredi için imza atıp geliyorum;2;Normal;Bankadan imzaya çağırdılar Kredi için imza atıp geliyorum
Kamu kayıtlarınızda güncelleme yapılması önerilir <URL>;0;Dolandiricilik;Kamu kayıtlarınızda güncelleme yapılması önerilir <URL>
Evet öyleymiş Özledim seni;2;Normal;Evet öyleymiş Özledim seni
Son çağrı: Elektrik Dağıtım - ceza işlemi başlatıldı. hemen cevap vermezseniz icra işlemi uygulanacaktır. Link: <URL>;0;Dolandiricilik;Son çağrı: Elektrik Dağıtım - ceza işlemi başlatıldı. hemen cevap vermezseniz icra işlemi uygulanacaktır. Link: <URL>
En zor dönem bu dönemdi zaten diyeceğim ama hazırlık mıydı bu dönem yoksa;2;Normal;En zor dönem bu dönemdi zaten diyeceğim ama hazırlık mıydı bu dönem yoksa
Mahkeme: Kimlik doğrulama eksik. adli işlem başlatılacak. Detay: <URL>;0;Dolandiricilik;Mahkeme: Kimlik doğrulama eksik. adli işlem başlatılacak. Detay: <URL>
şaka ya çok şükür eli kolu sağlam. Sağlıklı ya;2;Normal;şaka ya çok şükür eli kolu sağlam. Sağlıklı ya
Bugune ozel kacirilmayacak firsat! 1099 TL'ye LG G2 32 GB akilli telefon, ustelik 100 TL bonus hediye <URL>;1;Promosyon;Bugune ozel kacirilmayacak firsat! 1099 TL'ye LG G2 32 GB akilli telefon, ustelik <PRICE> bonus hediye <URL>
Maximum Kart'a ozel 7-15 Kasim tarihleri arasinda duzenlenecek Istanbul Tuyap Kitap Fuari'nda Turkiye Is Bankasi Kultur Yayinlari'nda %30 indirim firsati! Ayrintili bilgi: <URL>;1;Promosyon;Maximum Kart'a ozel 7-15 Kasim tarihleri arasinda duzenlenecek Istanbul Tuyap Kitap Fuari'nda Turkiye Is Bankasi Kultur Yayinlari'nda <PERCENT> indirim firsati! Ayrintili bilgi: <URL>
Arabaya 13.668 vermisler;2;Normal;Arabaya 13.668 vermisler
KAMPANYA: VENA'da sezonun SON INDIRIMI! Agustos ayinda  secili urunlerde  ETIKETIN YARISI kampanyasi basladi.SMS almamak icin  VENA RET yazip 7889'a gonderin.;1;Promosyon;KAMPANYA: VENA'da sezonun SON INDIRIMI! Agustos ayinda  secili urunlerde  ETIKETIN YARISI kampanyasi basladi.SMS almamak icin  VENA RET yazip 7889'a gonderin.
Bu bahar serin gececek! DERIMOD DEPO'larda indirimde son hafta. Tum deri ceketler 349 TL'den baslayan fiyatlarla, ustelik World'e ozel 8 taksit imkaniyla.;1;Promosyon;Bu bahar serin gececek! DERIMOD DEPO'larda indirimde son hafta. Tum deri ceketler <PRICE>'den baslayan fiyatlarla, ustelik World'e ozel 8 taksit imkaniyla.
KAMPANYA: Donduk, Donmadik demeyin!! Hatemoglu nda KABAN 449 degil 199.50 TL. Ustelik Yeni yili SICACIK karsilayin diye ikinci DIS GIYIM % 30 EKSTRA iNDiRiMLi. Mutlu Seneler. SMS iptali icin 3172' ye HATEM HAYIR yazabilirsiniz. Mersis:0621016802800015;1;Promosyon;KAMPANYA: Donduk, Donmadik demeyin!! Hatemoglu nda KABAN 449 degil <PRICE>. Ustelik Yeni yili SICACIK karsilayin diye ikinci DIS GIYIM <PERCENT> EKSTRA iNDiRiMLi. Mutlu Seneler. SMS iptali icin 3172' ye HATEM HAYIR yazabilirsiniz. Mersis:0621016802800015
DILEDIGIN PIZZADA ANINDA 50% INDIRIM FIRSATI ICIN TIKLA! <URL>;1;Promosyon;DILEDIGIN PIZZADA ANINDA 50% INDIRIM FIRSATI ICIN TIKLA! <URL>
Balim Napıon;2;Normal;Balim Napıon
10TL FREE bonus, canli mac izle, 15dk cekim ve 365TL ilk uye icin link'ten kod: 4PYRNE ile uye ol, <URL>;1;Promosyon;<PRICE> FREE bonus, canli mac izle, 15dk cekim ve <PRICE> ilk uye icin link'ten kod: 4PYRNE ile uye ol, <URL>
BOGAZiCiLi OGRETMENLERDEN EViNiZDE OZELDERS=TEOG-LYS-IB-VIZE(AYRICA SAYISAL DERSLERiN YABANCIDiLDE EGiTiMi-KOCLUK-ETUD-SPEAKiNG <PHONE>;1;Promosyon;BOGAZiCiLi OGRETMENLERDEN EViNiZDE OZELDERS=TEOG-LYS-IB-VIZE(AYRICA SAYISAL DERSLERiN YABANCIDiLDE EGiTiMi-KOCLUK-ETUD-SPEAKiNG <PHONE>
Direkt ismi kolektif bellek değildi kitap içi bir bölümü aklıma gelirse yazarım;2;Normal;Direkt ismi kolektif bellek değildi kitap içi bir bölümü aklıma gelirse yazarım
Bayram dahil tüm yurt ici ve disi otellerde ve tur paketlerinde gecerli %10 indirim kodunuz: R1V1PY <URL>;1;Promosyon;Bayram dahil tüm yurt ici ve disi otellerde ve tur paketlerinde gecerli <PERCENT> indirim kodunuz: R1V1PY <URL>
Gümrük Müdürlüğü bildirimi: aboneliğiniz iptal edilecek. Borç/ceza için işlem yapılacaktır. en geç 1 iş günü içinde tıklayın: Tel: <PHONE>;0;Dolandiricilik;Gümrük Müdürlüğü bildirimi: aboneliğiniz iptal edilecek. Borç/ceza için işlem yapılacaktır. en geç 1 iş günü içinde tıklayın: Tel: <PHONE>
Kredi Kuruluşu uyarısı: ceza işlemi başlatıldı. Lütfen 24 saat içinde aşağıdaki linkten doğrulayın: Tel: <PHONE>;0;Dolandiricilik;Kredi Kuruluşu uyarısı: ceza işlemi başlatıldı. Lütfen 24 saat içinde aşağıdaki linkten doğrulayın: Tel: <PHONE>
Tmm ben bi konusayim yalcin ile;2;Normal;Tmm ben bi konusayim yalcin ile
Hesap işlemleri bildirim: Ödemeniz (2500 TL) onaylanmadı. Ödemeyi tamamlamak için: <URL>;0;Dolandiricilik;Hesap işlemleri bildirim: Ödemeniz (2500 TL) onaylanmadı. Ödemeyi tamamlamak için: <URL>
Pamuklu nevresim takimlari %50 indirimle 49,99TL'den baslayan fiyatlarla magazalarimizda. SMS almamak icin RET yazip 4909'a gonderin. Mersis:0326026979700012;1;Promosyon;Pamuklu nevresim takimlari <PERCENT> indirimle <PRICE>'den baslayan fiyatlarla magazalarimizda. SMS almamak icin RET yazip 4909'a gonderin. Mersis:0326026979700012
Vergi Dairesi uyarısı: ceza işlemi başlatıldı. Lütfen hemen aşağıdaki linkten doğrulayın: Tel: <PHONE>;0;Dolandiricilik;Vergi Dairesi uyarısı: ceza işlemi başlatıldı. Lütfen hemen aşağıdaki linkten doğrulayın: Tel: <PHONE>
Son çağrı: Kargo şirketi - hesabınızdan yetkisiz çekim. 3 gün içinde cevap vermezseniz icra işlemi uygulanacaktır. Link: <URL>;0;Dolandiricilik;Son çağrı: Kargo şirketi - hesabınızdan yetkisiz çekim. 3 gün içinde cevap vermezseniz icra işlemi uygulanacaktır. Link: <URL>
Dikkat! Ödeme Merkezi tarafından ceza işlemi başlatıldı. bugün yoklama yapılacaktır. hesabınız kalıcı olarak kapatılacak. Link: <URL>;0;Dolandiricilik;Dikkat! Ödeme Merkezi tarafından ceza işlemi başlatıldı. bugün yoklama yapılacaktır. hesabınız kalıcı olarak kapatılacak. Link: <URL>
PTT bildirimi: kargonuz iade edildi. Borç/ceza için işlem yapılacaktır. 24 saat içinde tıklayın: <URL>;0;Dolandiricilik;PTT bildirimi: kargonuz iade edildi. Borç/ceza için işlem yapılacaktır. 24 saat içinde tıklayın: <URL>
Indirim: Yeni 1 Alana 1 Bedava firsati basladi! Indirimler icin hemen tikla: <URL>;1;Promosyon;Indirim: Yeni 1 Alana 1 Bedava firsati basladi! Indirimler icin hemen tikla: <URL>
Kredi Kuruluşu: Kimlik doğrulama eksik. adli işlem başlatılacak. Detay: Tel: <PHONE>;0;Dolandiricilik;Kredi Kuruluşu: Kimlik doğrulama eksik. adli işlem başlatılacak. Detay: Tel: <PHONE>
Bir şey daha soracağım kaç tane el-yüz havlun var;2;Normal;Bir şey daha soracağım kaç tane el-yüz havlun var
Altinlarinizi getirin, gram altin olarak Altin Hesabiniza aktaralim. Kaybolma ve calinma riski olmadan guvenle yatirima donusturun. <URL>;1;Promosyon;Altinlarinizi getirin, gram altin olarak Altin Hesabiniza aktaralim. Kaybolma ve calinma riski olmadan guvenle yatirima donusturun. <URL>
Düşündüler herhalde Volkan'la baya şaşırdık bizde;2;Normal;Düşündüler herhalde Volkan'la baya şaşırdık bizde
Tmm o zmn size iyi yolculuklar iyi eglenceler :);2;Normal;Tmm o zmn size iyi yolculuklar iyi eglenceler :)
Ödeme Merkezi: hesabınızdan yetkisiz çekim. icra işlemi uygulanacaktır. Detay: <URL>;0;Dolandiricilik;Ödeme Merkezi: hesabınızdan yetkisiz çekim. icra işlemi uygulanacaktır. Detay: <URL>
Yanii bence de daha guzel olur:);2;Normal;Yanii bence de daha guzel olur:)
1-17 Haziran tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Dominos'tan Orta Boy Ince Cazip Pizza ve 1 Lt. Coca-Cola'yi %50 indirimle almaya hak kazandiniz. Kodunuzu 31 Temmuz'a kadar kullanabilirsiniz. Kodunuz: ED10EA61;1;Promosyon;1-17 Haziran tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Dominos'tan Orta Boy Ince Cazip Pizza ve 1 Lt. Coca-Cola'yi <PERCENT> indirimle almaya hak kazandiniz. Kodunuzu 31 Temmuz'a kadar kullanabilirsiniz. Kodunuz: ED10EA61
Kargonuz adres hatası nedeniyle dağıtıma çıkmamıştır <URL>;0;Dolandiricilik;Kargonuz adres hatası nedeniyle dağıtıma çıkmamıştır <URL>
Hadi ya bnde facebooka baktim ruyama girdi sonra ne yapiyor onur dedim bahara sordum hatta bnde kaliyor bahar;2;Normal;Hadi ya bnde facebooka baktim ruyama girdi sonra ne yapiyor onur dedim bahara sordum hatta bnde kaliyor bahar
Kargo sisteminde gönderinize ait hata tespit edilmiştir <URL>;0;Dolandiricilik;Kargo sisteminde gönderinize ait hata tespit edilmiştir <URL>
KAMPANYA:Alfa Romeo Giulietta kazanmak icin son 2 gun! <PHONE>;1;Promosyon;KAMPANYA:Alfa Romeo Giulietta kazanmak icin son 2 gun! <PHONE>
Ona göre markete uğrayayım dönüşte;2;Normal;Ona göre markete uğrayayım dönüşte
Valla kaç gündür bakıyorum başım ağrıdı;2;Normal;Valla kaç gündür bakıyorum başım ağrıdı
Balım iyi bayramlr. Bayram'ın 3. günü evde olur musun;2;Normal;Balım iyi bayramlr. Bayram'ın 3. günü evde olur musun
Vergi Dairesi uyarısı: hesabınız bloke edildi. Lütfen derhal aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Vergi Dairesi uyarısı: hesabınız bloke edildi. Lütfen derhal aşağıdaki linkten doğrulayın: <URL>
TOKİ başvuru sürecinde ödeme adımının tamamlanması zorunludur <URL>;0;Dolandiricilik;TOKİ başvuru sürecinde ödeme adımının tamamlanması zorunludur <URL>
Bana numara bulmadin hala!? :);2;Normal;Bana numara bulmadin hala!? :)
Paraf ile Sevgililer Gunune ozel secili sektorlerde 1-14 Subat'ta toplam 500TL harcamaya 30TL ParafPara!SEVGI yaz kart son 6 haneyi 3404'e gonder! parafcard<URL>;1;Promosyon;Paraf ile Sevgililer Gunune ozel secili sektorlerde 1-14 Subat'ta toplam <PRICE> harcamaya <PRICE> ParafPara!SEVGI yaz kart son 6 haneyi 3404'e gonder! parafcard<URL>
O ikisi bağımsız cümleydi yanlış anlaşıldım :) ;2;Normal;O ikisi bağımsız cümleydi yanlış anlaşıldım :) 
Tamamdir kardesim. Cikarken ararim.;2;Normal;Tamamdir kardesim. Cikarken ararim.
Mahkeme: ceza işlemi başlatıldı. 3 gün içinde işlem yapmazsanız hesabınız kalıcı olarak kapatılacak. Borç tutarı: 13410 TL. Link: <URL>;0;Dolandiricilik;Mahkeme: ceza işlemi başlatıldı. 3 gün içinde işlem yapmazsanız hesabınız kalıcı olarak kapatılacak. Borç tutarı: 13410 TL. Link: <URL>
Aynen çok rahatlıyorum evde kendimi kötü hissediyorum zaten :);2;Normal;Aynen çok rahatlıyorum evde kendimi kötü hissediyorum zaten :)
Edius için de biraz kurcalayayım, biraz daha geliştirmem lazım kendimi her şeye yetişemiyorum :(;2;Normal;Edius için de biraz kurcalayayım, biraz daha geliştirmem lazım kendimi her şeye yetişemiyorum :(
Tm eve varinca yaz kizlar napiyo;2;Normal;Tm eve varinca yaz kizlar napiyo
CNS 'de INDIRIMMM... BYN GRUBU AYAKKABILAR % 50 INDIRIMLI, DE FACTO  COCUK URUNLERINDE 2 . URUNDE % 50 INDIRIM. KEYIFLI ALISVERISLER.;1;Promosyon;CNS 'de INDIRIMMM... BYN GRUBU AYAKKABILAR <PERCENT> INDIRIMLI, DE FACTO  COCUK URUNLERINDE 2 . URUNDE <PERCENT> INDIRIM. KEYIFLI ALISVERISLER.
ACILIS:KIGILI yarin Marmaris Netsel Marina'da %60+%10 INDIRIM firsatiyla aciliyor!Son gun:7Haziran Bilgi:<PHONE>;1;Promosyon;ACILIS:KIGILI yarin Marmaris Netsel Marina'da <PERCENT>+<PERCENT> INDIRIM firsatiyla aciliyor!Son gun:7Haziran Bilgi:<PHONE>
Cananım, simdi benim ne demem gerekiyor bana bi ozet gecebilir misin? Yalanci duruma dusmeyelim, bi de ben sabah Ayla ablaya yarim saat gec kalacagim demistim, o kesin soyler.. ;2;Normal;Cananım, simdi benim ne demem gerekiyor bana bi ozet gecebilir misin? Yalanci duruma dusmeyelim, bi de ben sabah Ayla ablaya yarim saat gec kalacagim demistim, o kesin soyler.. 
B.duzu Arcelik Magazasina Ozel,Dondurucu 749,Kurutma Mak.679TL,8Kg Camasir Mak 1.199,Bulasik Mak 569,Mikrodalga 129TL Bizimkent Onur Market Yani <PHONE>;1;Promosyon;B.duzu Arcelik Magazasina Ozel,Dondurucu 749,Kurutma Mak.<PRICE>,8Kg Camasir Mak 1.199,Bulasik Mak 569,Mikrodalga <PRICE> Bizimkent Onur Market Yani <PHONE>
Ev islerinizi Arzum Ev Aletleri ile kolaylastirin! 3 Mayis tarihine kadar Internet veya Cep Subesi'ne giris yapin, arzum<URL>;1;Promosyon;Ev islerinizi Arzum Ev Aletleri ile kolaylastirin! 3 Mayis tarihine kadar Internet veya Cep Subesi'ne giris yapin, arzum<URL>
Kasim'da guzellik baskadir. Secili urunlerde 2.ye %30 indirim sizi bekliyor! IPTAL icin TEKIN ACAR yaz 3525'e gonder. Mersis: 8191769792853252;1;Promosyon;Kasim'da guzellik baskadir. Secili urunlerde 2.ye <PERCENT> indirim sizi bekliyor! IPTAL icin TEKIN ACAR yaz 3525'e gonder. Mersis: 8191769792853252
