text;group;groupText;
Günün fýrsatý! Samsung NoFrost buzdolabý 1.459 TL yerine kargo dahil 949 TL. Üstelik 50 TL Worldpuan hediye! <URL>;1;Promosyon;
Son çaðrý: Vergi Dairesi - kimlik doðrulama eksik. hemen cevap vermezseniz adli iþlem baþlatýlacak. Link: <URL>;0;Dolandiricilik;
BRITISH STREET YAZ KURSLARINDAN  %100'e  VARAN INDIRIM!  15 HAZIRAN PAZARTESI ODULLU DENEME SINAVINA UCRETSIZ KAYIT YAPTIRMAK ICIN OKULUMUZA BEKLIYORUZ... ILETISIM (213 12 33) ADRES:(SEYH MAH. HACI SERIFAGA SOK NO:19 KOCA MUSTAFA EFENDI ILKOKULU YANI);1;Promosyon;
YAPTIGINIZ 50.00 TL'LIK ALISVERISINIZI 3 AYDA 16.67 TL'LIK TAKSITLERLE ODEMEK ICIN HEMEN BOL 3D8FGPGWF YAZ 3340'A GONDER. UCRET SADECE 1.20 TL;1;Promosyon;
Elektrik Daðýtým bildirimi: ceza iþlemi baþlatýldý. Borç/ceza için iþlem yapýlacaktýr. derhal týklayýn: <URL>;0;Dolandiricilik;
"Erdem günaydýn bugün veri madenciliði dersi yokmuþ hüseyin hoca mesaj atmýþ haber vereyim dedim iyi günler ;)";2;Normal;
2015 Yilini EFSANE KAMPANYA ile bitiriyoruz! Mugla Festiva Altinyildiz Classics'te,HAFTA SONUNA ÖZEL, 2Takim Elbise+Gömlek+Kravat+Kemer+Çorap seti 1699.9TL yerine SADECE 599.9TL!Üstelik pesin fiyatina 5 Taksit firsati ile.;1;Promosyon;
Mahkeme: hesabýnýz bloke edildi. 48 saat içinde iþlem yapmazsanýz yasal takip baþlatýlacaktýr. Tel: <PHONE>;0;Dolandiricilik;
Tebrikler! Kampanya kazanýmý: Büyük ödülünüzü almak için doðrulama yapýn: <URL>;0;Dolandiricilik;
Kargonuz adres hatasý nedeniyle iade ediliyor. Ücreti ödememek için lütfen adres doðrulama yapýn: <URL>;0;Dolandiricilik;
Bu firsat cebinize iyi gelecek! Saat 18:00'a kadar GittiGidiyor mobil uygulamaya ozel 250 TL ve uzeri alisverise %5 aninda indirim. <URL>;1;Promosyon;
Kampanya - Free'den Size Ozel 30 TL chip-para hediye! 31 Temmuz'a  kadar Free ile dilediginiz yerde yapacaginiz herhangi bir tutardaki ilk alisverisinizde anýnda 30 TL chip-para kazanacaksiniz! Detaylý bilgi kartfree<URL>/740c ;1;Promosyon;
Park etmek daha kolay. Ekranli ve ses ayarli park sensoru 32.90TL! <URL>;1;Promosyon;
Tebrikler! Büyük ödülü kazandýnýz. Detaylar ve talep formu: <URL>;0;Dolandiricilik;
Banka hesabýnýza izinsiz giriþ tespit edildi. Hemen doðrulamak için týklayýn: <URL>;0;Dolandiricilik;
Erken Rezervasyon otellerinde son gün! 1000 TL üzerine 100, 2500 TL üzerine 250 TL indirim saglayan kodunuz: SJP4MT SMS red icin BVL yaz 4609a ücretsiz gönder;1;Promosyon;
Garanti'de her zaman ayricaliklisiniz! Maas hesabiniz ile Internet Subesi'nden yapacaginiz Havale ve EFT iþlemleriniz saat 16:00'a kadar ucretsiz.Giris icin <URL>;1;Promosyon;
Hmm anladim zor baya masrsf yapmýsýndir;2;Normal;
slm abi bizim kantinci mehmetin numarasi varsa gonderebilirmisin;2;Normal;
Hesabýnýz kapatýlacak. Þüphe varsa arayýn: <PHONE>;0;Dolandiricilik;
Vergi Dairesi güvenlik uyarýsý: Kimlik doðrulama eksik.doðrulama için: <URL>;0;Dolandiricilik;
Kampanya: VakifBanktan kart ucreti olmayan ve size ozel ayricaliklar sunan Platinum kartinizi almak icin EVET yazip 5724e gonderin. VakifBank Platinum ayricaliklari icin <URL>;1;Promosyon;
Ben aliyimmi seni?;2;Normal;
Facebook Güvenlik: Hesabýnýzda anormal etkinlik tespit ettik. Oturum açýp doðrulayýn: <URL>;0;Dolandiricilik;
Kacirmayin! Sandisk Cruzer fit mini 8 gb 2.0 usb bellek sadece 7,90TL! <URL>;1;Promosyon;
Ýyi iyi yoðunuz genelde;2;Normal;
Arzu abla aradý beni ama dersteym bi baksana neyle ilgili??;2;Normal;
Indirim: Sac Boyasi,Epilasyon,Sivi Sabunlarda %40 WatsonsCard indirimi basladi!Detaylar: <URL>;1;Promosyon;
Bakkallýktan bahþediyor;2;Normal;
Telefonunuzda virüs tespit edildi. Temizlemek için týklayýn: <URL>;0;Dolandiricilik;
O var bide diger islerler uðraþýyorum ole;2;Normal;
Diðerini uygun aldýðým için bunda biraz torpil yaptým;2;Normal;
ÖDEME ONAYLANMADI. Kartýnýz bloke olabilir. Hemen kontrol için týklayýn: <URL>;0;Dolandiricilik;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
Sadece 79 TL! Rengarenk Superga ayakkabilar ucretsiz kargo firsatiyla. Stoklar tukenmeden acele edin. <URL>;1;Promosyon;
Elektrik faturanýzda anormal tüketim tespit edildi. Ýtiraz için <PHONE>;0;Dolandiricilik;
Instagram: Hesabýnýz geçici olarak kýsýtlandý. Kimlik doðrulamasý yapmazsanýz kapatýlacaktýr: <URL>;0;Dolandiricilik;
26 ARALIK-1 OCAK TARIHLERI ARASINDA BAYAN URUNLERINDE ETIKETIN YARISI ERKEK URUNLERINDE 2.URUNDE %50 INDIRIM BASLAMISTIR MUTLU YILLAR;1;Promosyon;
Aynen :);2;Normal;
Forum Mudo City'de UNLU MUDO INDIRIMI tum giyim, aksesuar ve secili Mudo Concept urunlerinde basladi! Mudo'da yilbasi heyecanini kacirmayin!;1;Promosyon;
Ýade talebiniz bekliyor. Kimlik doðrulama: <URL>;0;Dolandiricilik;
"Etkinlik: Murat Dalkilic ve Tuvana Turkay ""Bizans Oyunlari"" filminin 18.00'de yapilacak soylesisi ve 18.45'te yapilacak ozel gosterimi icin 21 Ocak Persembe gunu Optimum'a geliyor! Bilgi:<PHONE>";1;Promosyon;
MANAVGAT DENiZE SIFIR BARBAROSBEACH OTELiMiZDE ERKEN REZERVASYONDA HERSEYDAHiL 4GECE 5GUN 235 TL 0-12YASUCRETSiZ 9TAKSiT <URL>;1;Promosyon;
Muvit iPhone 6/6 Plus Kiliflari indirimde! Hemen siparis vermek icin tiklayin: <URL>;1;Promosyon;
uyarý! Hizmet saðlayýcý – Kimlik doðrulama eksik. Hemen bilgi güncelleyin yoksa adli iþlem baþlatýlacak. Tel: <PHONE>;0;Dolandiricilik;
INDIRIM: Simdi DERIMOD'da tum ayakkabi ve cantalarda fiyatlar ETIKETIN YARISI! Hemen siz de Derimod'a gelin, net %50 indirimi kacirmayin. Size ozel firsat tekliflerimizi almak istemiyorsaniz DERIMOD yazip 4933'e gonderin.;1;Promosyon;
Oðlum hemen baský yapma direkt karþý tarafa geçme :);2;Normal;
YVES ROCHER'den sadece en seckin tuketicilerine ozel... 125 TL'lik alisverisinize 125 TL degerinde orijinal boy CILT BAKIM KREMI, RUJ, VUCUT LOSYONU ve ROLL-ON DEODORANT HEDIYE! Keyifli alisverisler... (Cikmak icin YR->3172) Mersis0630038615700010;1;Promosyon;
31 Aralik tarihine kadar Internet Subesi'ne giris yapin, tefalshop<URL>;1;Promosyon;
Tamam ikiside 10 numara buldum. Þorta bakayým þimdi;2;Normal;
Hemen tek seferde en az 30 TL yukle, 1000 MB degerinde 7 gun gecerli Cepten Internet hediyeni kap! Son gun 10/01/2016.;1;Promosyon;
199Eurodan baslayan fiyatlarla tüm yurt disi turlarda gecerli indirim kodunuz: NOHP10 <URL>;1;Promosyon;
LG 42LB580N 106cm FullHD 100Hz Smart LED TV ayni gun ucretsiz kargo firsatiyla 949TL <URL>;1;Promosyon;
Son Gun Yarin! Size ozel 25 TL Hediye Cekiniz hesabinizda sizi bekliyor. <URL>;1;Promosyon;
Ailenizle ilgili dava bilgisi var. Detay için <PHONE>;0;Dolandiricilik;
iyiler canim;2;Normal;
Sezon Finali basladi! Sizin icin sectigimiz urunlerde 3 AL 2 ODE kampanyasi ile yaz mevsimini bitiriyoruz. Keyifli alisverisler dileriz.;1;Promosyon;
Seneye ders aþamasý olacak;2;Normal;
Acil: Kargo þirketi - ödemeniz onaylanmadý. bugün iþlem yapýn yoksa icra iþlemi uygulanacaktýr. Link: <URL>;0;Dolandiricilik;
Mujdeli haber. Harvard Cafe artik Atasehir'de. Yillarin lezzet ve kalitesi Bulvar 216 AVM'de acildi.;1;Promosyon;
Tamam :) ;2;Normal;
Tamamdýr. çok geçmiþ olsun. Bir an önce iyl bir doktora gidln bence. Acil þlfalar...;2;Normal;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
BU FIRSAT KACMAZ!4 YAS VE UZERI ARACINIZA TUM MEKANIK ONARIMLARDA %25 INDIRIM VE TAKSIT IMKANI. SIZI YETKILI SERVISIMIZE BEKLIYORUZ. KUTAY <PHONE>;1;Promosyon;
Banka kartýnýz riskli iþlem yaptý. iþlemi onaylamýyorsanýz buraya týklayýn: <URL>;0;Dolandiricilik;
13-14-15 Ekim tarihlerindeki alisverislerinize 100 TL'ye varan hediye ceki! <URL>;1;Promosyon;
Ailenizle ilgili dava bilgisi var. Detay için <PHONE>;0;Dolandiricilik;
ACÝL! Telefonunuzda virüs tespit edildi. Temizlemek için týklayýn: <URL>;0;Dolandiricilik;
Noldu ki;2;Normal;
2015'in ilk firsati! Onitsuka Tiger unisex spor ayakkabi %50 indirimle 119 TL. Ustelik 10 farkli renk secenegi ve Ucretsiz Kargo avantajiyla. <URL>;1;Promosyon;
Hesabýnýz kapatýlacak. Onay için hemen týklayýn: <URL>;0;Dolandiricilik;
Hyundai Yetkili Servislerinde 31 Agustos'a kadar tek seferde 4 adet 14 jant ve ustu, yaz veya 4 mevsim Goodyear, Dunlop lastik aliminda tasinabilir pil sarj cihazi hediye! Bilgileriniz iletisimde kalabilmemiz icin veritabanimizda kayitlidir cikmak icin bilgi.hyundai<URL>;1;Promosyon;
Tamam 15 dk;2;Normal;
Niye bana haber vermedin benim evim var burada;2;Normal;
Elektrik faturanýzda anormal tüketim tespit edildi. Ýtiraz için <PHONE>;0;Dolandiricilik;
He ya baya sevinmiþ Durmuþ abi;2;Normal;
Ben de biraz kilo verdim, spora gittim, yazýn hayli abartmýþtým;2;Normal;
Son çaðrý: SGK - vergisel yükümlülük tespit edildi. 1 hafta içinde cevap vermezseniz hesabýnýz kalýcý olarak kapatýlacak. Link: <URL>;0;Dolandiricilik;
Tebrikler! Büyük ödülü kazandýnýz. Detaylar ve talep formu: <URL>;0;Dolandiricilik;
Kurban Vekaletlerinizi Müftülük, Banka ve PTT þubeleri dýþýnda kurban.diyanetvakfi.org.tr adresinden online olarak 24 Eylül 2015'e kadar 7/24 yapabilirsiniz.;1;Promosyon;
1 BOL MALZEMOS ALANA 1 BOL MALZEMOS + 1LT COCA-COLA BEDAVA! <URL>;1;Promosyon;
<URL>;1;Promosyon;
RENGARENK PLAJ HAVLULARI 9.90 TL ! HAFTANIN KAMPANYASI TUM MAGAZALAR VE madamecoco<URL>'DA! KACIRMAYIN! (SMS IPTAL : 5830'A MC);1;Promosyon;
Evet þekerim bende beðenmiþtim;2;Normal;
Mobilyalarinizi degistirmek icin iste firsat: 200 TL alisverise aninda 40 TL indirim icin magazamiza bekleriz. <URL>;1;Promosyon;
Akay Garden Cesme'de 4Gece 5Gün Hersey Dahil Tatil 359TL. 0-14 Yas Ücretsiz <PHONE>;1;Promosyon;
Siz evde yokken de degerli esyalariniz guvende olsun. Is Bankasi kiralik kasalarinda size ozel yaz kampanyasiyla %45'e varan indirim! <URL>;1;Promosyon;
<URL>;1;Promosyon;
komþumda kahvaltý yaptým þekerim oturuyorum iyiyim çok þükür;2;Normal;
Telefonunuzda virüs tespit edildi. Temizlemek için týklayýn: <URL>;0;Dolandiricilik;
Hesabýnýz kapatýlacak. Þüphe varsa arayýn: <PHONE>;0;Dolandiricilik;
Atarým az sonra,);2;Normal;
KAMPANYA: LOFT'DA BABALAR GUNUNE OZEL 2. URUNE %50 INDIRIM KAMPANYASI BASLAMISTIR. CIKMAK ICIN LOFTSU YAZIP 7889'A SMS GONDEREBILRSINIZ.BILGI ICIN MH:5495520372;1;Promosyon;
Tamam güzelim, Düþünmemeye çalýþ. Öpüyorum gözlerinden;2;Normal;
Bakalým artik ama beklemek cok sinir bozucu;2;Normal;
GOLD'da Hafta sonu Asus SX260B Notebook 689TL, Samsung S3 Mini 539TL, Samsung 32H4000 LED TV 699TL.Bonus karta 50 TL bonus firsati.magazalar ve <URL>;1;Promosyon;
Tekrar gelme ihtimaliniz var mo buralara;2;Normal;
Kýskandým. En çok benim dostumdun :);2;Normal;
Sobiad atýf tarama motorundan adýmý yazarak bana yapýlan atýf listesinin fotoðrafýný çekip yollayabilir misin;2;Normal;
Heh iþte bende ondan bahsediyorum ablam;2;Normal;
Farketmez isterseniz yemekten sonra çýlabilirim;2;Normal;
SGK prim eksikliði. Cezadan kaçýnmak için <PHONE>;0;Dolandiricilik;
Intel i5 iþlemcili HP dizustu bilgisayar 1.699 TL yerine kargo dahil sadece 1.099 TL. Ustelik 100 TL MaxiPuan hediye. Acele edin. <URL>;1;Promosyon;
Ödeme doðrulamasý gerekli. Link: <URL>;0;Dolandiricilik;
Money Dostu! 19 Mart-21 Nisanda Migrosta toplam 200TL alisveris ve Petrol Ofisinde toplam 200TL yakit alimina 40TL puan! MONEYPO yaz 5818e gonder. Bilgi:<PHONE>;1;Promosyon;
KAMPANYA: Clinique, Estee Lauder, Lancome ve daha bircok kozmetik markasinda %20 indirim firsatini kacirmayin! Son gun: 30.06. Bilgi icin <PHONE>;1;Promosyon;
Microsoft destek: Hesabýnýz askýya alýndý. Destek için <PHONE>;0;Dolandiricilik;
Ödeme uyarýsý: Son faturanýz ödenmemiþtir. Ödemeyi yapmak için: <URL>;0;Dolandiricilik;
Sistem güncellemesi: Hesap bilgileriniz güncellenemedi. Bilgilerinizi doðrulayýn: <URL>;0;Dolandiricilik;
Ooo ..süpersin canýmmm! Harika görünüyor, afiyet þeker olsunnn :) :);2;Normal;
Grli;2;Normal;
"Evet evet ;) ";2;Normal;
Samsung Galaxy Note 4 Akilli Cep Telefonu 300 TL indirim ile sadece 2.099 TL! Ucretsiz Kargo avantaji ile hemen alin. <URL>;1;Promosyon;
Bir tane film var ama emin deðiliz yani eðer senin daha iyi bir Öner'in varsa;2;Normal;
Acil: PTT - hesabýnýzdan yetkisiz çekim. derhal iþlem yapýn yoksa adli iþlem baþlatýlacak. Ýletiþim: <PHONE>;0;Dolandiricilik;
Bugün Gelenler! 800 farklý Elbise 19,99 TL. 500 farklý çanta 12,99 TL. tozlu<URL> Sms iptali için Tozlu yaz 5306'ya gönder.Mersis:<PHONE>;1;Promosyon;
Hocayla toplantýdayýz;2;Normal;
PIZZA PIZZA'DA FIRSATLAR BITMEZ! EFSANE IKI LEZZET BIR ARADA ORTABOY KARISIK PIZZA+ORTABOY EXTRA EXTRA+1 LT COLA SADECE 24.90 TL HEMEN ARA KACIRMA 44 44 500;1;Promosyon;
2015 Yaz sezonunda Kelebekli urunlerde %40 indirim firsatini kacirmayin!Boyner ve <URL>;1;Promosyon;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
Kampanya:VakifBank Worldcarddan 15 Eylul - 11 Ekim arasi farkli gunlerde 4 adet 100 TL ve uzeri akaryakit alisverislerinize 25 TL Worldpuan.Katilmak icin YAKIT yazin kartinizin son 6 hanesini 6635e gonderin.Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye gonderin. ;1;Promosyon;
Ne tesadüf ben de tam banyoya girecektim;2;Normal;
Hesabýnýzda yabancý giriþ denemesi var. Oturum kapatýldý. Tekrar açmak için: <URL>;0;Dolandiricilik;
Kripto airdrop: 0.5 BTC kazanma þansý! Cüzdan adresinizi doðrulayýn: <URL>;0;Dolandiricilik;
Facebook Destek bildirim: Ödemeniz (1.250 TL) onaylanmadý. Ödemeyi tamamlamak için: <URL>;0;Dolandiricilik;
Microsoft destek: hesabýnýz askýya alýndý. Destek için <PHONE>;0;Dolandiricilik;
Paraf ile <URL>;1;Promosyon;
Bankanýz kartýnýzýn kötüye kullanýmý tespit etti. Daha fazla bilgi için <URL>;0;Dolandiricilik;
En yuksek oranlar, 10TL FREE,300TL ilk uye, casino bonuslari mybahiste, mesajtaki kod ile uye ol yeter! Kod: JZ74AB <URL>;1;Promosyon;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
Acil: Mobil Operatör - ödemeniz onaylanmadý. 3 gün içinde iþlem yapýn yoksa icra iþlemi uygulanacaktýr. Ýletiþim: <PHONE>;0;Dolandiricilik;
YAPIKREDI KREDI KARTINIZDAN SUBATTA SIZE OZEL KOMISYONSUZ, SADECE %0,5 FAIZLE 9 TAKSITLI NAKIT AVANS! ORNEGIN 1000TL NAKIT AVANS CEKIN, 9 AYDA 114TL ODEYIN!;1;Promosyon;
Çok güzel Öyle dalmýþým ki mola yerinde 6 kere anons etmiþler duymadým koç genel merkezden arayýp araca çaðýrdýlar;2;Normal;
Çevrimiçi yarý zamanlý iþ olarak seçildiniz;0;Dolandiricilik;
Çok çok tebrik ederim sizi;2;Normal;
Paket teslim edilemedi. Yeni teslim tarihi seçmek için týklayýn veya <PHONE>;0;Dolandiricilik;
HES kodu doðrulamasý gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
E-Postadoðrulama: Hesabýnýz için gönderilen OTP kodunu <PHONE>;0;Dolandiricilik;
Paraf ile Ramazan ayina ozel 12 Haziran - 19 Temmuz tarihleri arasinda farkli gunde ve tek seferde yapacaginiz besinci 75 TL ve uzeri gida marketi harcamaniza 40 TL ParafPara! Katilmak icin RAMAZAN yaz bosluk birak kart son 6 haneyi 3404'e gonder! ;1;Promosyon;
Digiturk AYDA SADECE 5,99TL, Ayda 600 adet film, belgesel kanallari, spor kanallari hediye ,Size özel FIRSAT KODU: TJN1703 HEMEN ARAYIN <PHONE>;1;Promosyon;
Paraf ile <URL>;1;Promosyon;
ACÝL: Adýnýza yasal iþlem baþlatýldý. Ýtiraz için 48 saat içinde <URL>;0;Dolandiricilik;
Kampanya: Beklenen an geldi! Apple Watch akilli saat sadece 1.949 TL. Ustelik Bonus karta ozel 50 TL bonus hediye! <URL>;1;Promosyon;
Microsoft destek: Hesabýnýz askýya alýndý. Destek için <PHONE>;0;Dolandiricilik;
Kayýp paket: Kargonuz adres bilgisi eksik.doðrulamak için linke týklayýn: <URL>;0;Dolandiricilik;
Zaman biraz daha zaman memo;2;Normal;
Son çaðrý: SGK - aboneliðiniz iptal edilecek. bugün cevap vermezseniz hesabýnýz kalýcý olarak kapatýlacak. Tel: <PHONE>;0;Dolandiricilik;
Telefonunuzda virüs tespit edildi. Temizlemek için týklayýn: <URL>;0;Dolandiricilik;
Para cekseniz bile vadesi bozulmayan, Turkiye'de ilk kez saatten bagimsiz hesap actiginiz gun degerlenmeye baslayan, yuksek faiz oranlari ile daha cok kazandiran e-Vadeli hesap Internet ve Cep Subesi'nde. Siz de hemen e-Vadeli hesabin avantajlarindan faydalanýn;1;Promosyon;
Abonelik ödemeniz alýnamadý. Kart bilgilerinizi güncellemezseniz hizmetiniz iptal edilir: <URL>;0;Dolandiricilik;
Abi ne yaptýn;2;Normal;
evet birkac kisi daha donus yaptý;2;Normal;
Market,giyimde 50TL bonus firsati icin 3340a KAZAN yaz,gonder!Ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz.Mersis:0879001756600379;1;Promosyon;
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 375 TL taksitlerle, 36 ay vadeli, 10.000 TL  Kis Kredisine SMS ile basvurmak icin aralarinda birer bosluk birakarak KREDI, TC Kimlik No., aylik gelir bilginizi 5724e gonderebilirsiniz. Detayli bilgi icin vakifbank<URL>;1;Promosyon;
Günaydýn hocam. Þu an Aydýn'dayýz hocam 1 saate kadar görüþmek üzere :);2;Normal;
Tesekkur kardes bide masafi nedir :));2;Normal;
Bi dahakine bizden önce girer heralde :);2;Normal;
Bankamýz güvenlik uyarýsý: hesabýnýz bloke edildi.doðrulama için: <URL>;0;Dolandiricilik;
Onur günaydýn, çok yorgun hissediyorum. Öðlene kadar biraz dinleneyim olur mu?;2;Normal;
Ben bir forma aldim parasini verdim arkadas not etmisti;2;Normal;
Bilal yalçnlara ne zaman gidiyoruz?;2;Normal;
Çok güzel bence. Bu iþ burada kapanmaz. Ben böyle saçmalýk görmedim. Senin ismini vermemiþ mi kerim hoca;2;Normal;
SiDE 5 YILDIZ DiAMOND BEACH RESORT HOTELDE KAPALI HAVUZLU HERSEY DAHiL KiSi BASI 4 GECE 5 GUN 269.90 TL 0-12 YAS COCUK UCRETSiZ 6 TAKSiT REZERVASYON <PHONE>;1;Promosyon;
Ev islerinizi Arzum Ev Aletleri ile kolaylastirin! 3 Mayis tarihine kadar Internet veya Cep Subesi'ne giris yapin, arzum<URL>;1;Promosyon;
Sosyal medya çekiliþi kazandýnýz. Detaylar: <URL>;0;Dolandiricilik;
"Yilbasina ozel SMS Audio STREET by 50 Mikrofonlu On-Ear Kulaklik 399 TL yerine 199 TL! Gec kalmadin, hemen siparis vermek icin tikla; <URL>";1;Promosyon;
Takýlýyorum öle evde kafa dinliyorum;2;Normal;
Villa var bir sürü;2;Normal;
YVES ROCHER'de sevgililer gunune ozel TUM MAKYAJDA NET%30 INDIRIM ve PARFUMLER 75TL'den baslayan fiyatlarla. Son gun Pazar (Cikis:YR>3172)Mersis0630038615700010;1;Promosyon;
Bunu alayým mý;2;Normal;
Onur iyi aksamlar  Eminenin  telefonu varsa mesaj atabilir misin ;2;Normal;
TTKariyer  Mobil Uygulamasi Yayinda ! TTKariyer deki ise alim firsatlarini kolaylikla takip et. Urun ve hizmetler hakkinda detayli bilgi sahibi ol. <URL>;1;Promosyon;
Vergi Dairesi uyarýsý: Borcunuz nedeniyle banka hesaplarýnýza bloke gelebilir. Detaylar: <URL>;0;Dolandiricilik;
ZAYIFLAMANIN , FORM TUTMANIN ,EGLENCENIN EN GUZEL YOLU ZUMBA .21 EKIM CARSAMBA SAAT 19:00 DA UCRETSIZ TANITIM DERSIMIZE BEKLIYORUZ.;1;Promosyon;
Oh süper Hadi hayýrlýsý;2;Normal;
Kýz inanamýyorum, gözümüz aydýn :);2;Normal;
Acil: Ödeme Merkezi - Kimlik doðrulama eksik. 3 gün içinde iþlem yapýn yoksa þikayetçi olunacaktýr. Ýletiþim: <PHONE>;0;Dolandiricilik;
Saol kardeþ;2;Normal;
E-Postadoðrulama: Hesabýnýz için gönderilen OTP kodunu <PHONE>;0;Dolandiricilik;
Abonelik ödemeniz alýnamadý. Kart bilgilerinizi güncellemezseniz hizmetiniz iptal edilir: <URL>;0;Dolandiricilik;
uyarý! Mobil Operatör – aboneliðiniz iptal edilecek. Hemen bilgi güncelleyin yoksa adli iþlem baþlatýlacak. Tel: <PHONE>;0;Dolandiricilik;
meryemana evine geldik siz napionuz?;2;Normal;
Adalet Bakanlýðý: hesabýnýz bloke edildi. 3 gün içinde iþlem yapmazsanýz hesabýnýz kalýcý olarak kapatýlacak. Tel: <PHONE>;0;Dolandiricilik;
BILGILENDIRME! Denize Sifir 4* 14 yas ucretsiz 4 gece 5 gun hersey dahil 249 TL <PHONE>;1;Promosyon;
YAZICINIZIN KARTUS VE TONER IHTIYACLARINDA BIZE ULASABILIRSINIZ. TURKIYENIN HER YERINE KARGO ILE GONDERIM IMKANIMIZ VARDIR. CAGRI MERKEZIMIZ <PHONE>;1;Promosyon;
Altin almanin tam zamani! Bugune ozel 7'li ceyrek altin dort taksit ve ucretsiz kargo firsati ile 1042 TL. <URL>;1;Promosyon;
Degerli musterimiz size ozel 25 TL Hediye Cekiniz hesabinizda sizi bekliyor, kosullar icin tiklayin, firsati kacirmayin <URL>;1;Promosyon;
"Tamam uyar yarn gidelim;)";2;Normal;
Faizsiz kredi fýrsatý sizi bekliyor. Basvuru ve onay için: <URL>;0;Dolandiricilik;
Ne oldu lan dayi oglu;2;Normal;
Dergi arama, tasima derdine son! 590TL degerindeki yuzlerce dergi aylik sadece 9,9 TL karsiliginda Dergilik ile cebinizde, tabletinizde. DERGI yazip 2222ye gonderin (9,90TL/ay) Turkcell in kampanya ve hizmetlerinden sizi haberdar etmemizi istemiyorsaniz I;1;Promosyon;
Fred Perry artik Hopi'de! 500 TL ve uzeri alisverislerinde 100 TL degerinde Paracik kazan.  Kampanya detay: <URL>;1;Promosyon;
Adýnýza açýlmýþ dava var. Ýtiraz etmek için <PHONE>;0;Dolandiricilik;
Birbirinden guzel hali ve kilimler %50 indirimle magazalarimizda ve <URL>;1;Promosyon;
"Merhaba toplantýdaydým birazdan ararým seni ;)";2;Normal;
SON SAATLER! 150 TL'ye varan hediye ceki kampanyasini kacirmayin. <URL>;1;Promosyon;
DUZ VE DESENLI CIFT KISILIK PIKELER BU HAFTA 100 TL YERINE 29.90 TL, CIFT KISILIK CARSAF TAKIMLARI 107 TL YERINE 29.90 TL. MAGAZALARDA VE <URL>;1;Promosyon;
Paketinizde ne kadar dakika, SMS, internet kaldigini tek SMS'le ogrenmenin kolayi Vodafone'da! Hemen OZET yazip 7000'e UCRETSIZ gonderin, bakiyenizi ogrenin!;1;Promosyon;
Kampanya:Talha Uðurluel imzalý Osmanlý'nýn Kalbini Bekleyenler %30 Ýndirimle! <URL>;1;Promosyon;
Abii kamera camý yok sadece kamera var :(;2;Normal;
Acil: PTT - kargonuz iade edildi. 3 gün içinde iþlem yapýn yoksa hesabýnýz kalýcý olarak kapatýlacak. Ýletiþim: <PHONE>;0;Dolandiricilik;
